歌曲id,歌曲频率,歌曲名字,歌手id
5039981,52.0,Let It Be Me,71136
5042924,50.0,"Flightless Bird, American Mouth",178125
516358164,389.0,Mystery of Love,42955
26092806,102.0,Take me hand,13953
4153366,108.0,Numb,95439
37653063,115.0,Please Don't Go,1188100
4071236,23.0,You,92504
18638058,26.0,Mistletoe,35531
432698441,18.0,All We Know,893484
29750325,50.0,Up,41034
1325896374,13.0,DDU-DU DDU-DU,12068017
410629770,166.0,IF YOU (KR Ver._BIGBANG WORLD TOUR 2015~2016 [MADE] IN JAPAN),126339
29718132,12.0,The Heart Wants What It Wants,140196
27238765,38.0,Gods &amp; Monsters,66212
436487114,22.0,Bird Set Free,74625
20515817,38.0,Hold It Against Me,48432
31090820,54.0,Stitches,956238
31081152,151.0,Cannonball,900145
34077712,326.0,Prisoner,185858
22777398,10.0,月光,17476
115162,294.0,月半小夜曲,3699
66285,68.0,葡萄成熟时,2116
16431981,16.0,4 Real,46490
28756834,28.0,All About That Bass,69173
5197206,143.0,Where The Wild Roses Grow,69321
26207071,180.0,Cups (Pitch Perfect’s “When I’m Gone”) (Pop Version),333612
38771665,14.0,Home,78516
22846496,39.0,목소리,125216
405599119,27.0,7 Years,38797
31421397,35.0,Darker Than Blood,43608
467590816,26.0,밤편지,160947
22677859,41.0,좋은 날,160947
473873431,47.0,팔레트,160947
18258477,20.0,Do You Want the Truth or Something Beautiful?,72526
18978152,51.0,Lose You Tonight,63895
30431364,22.0,光,1007170
544247584,95.0,Strawberries &amp; Cigarettes,45129
64820,58.0,Life Goes On,2116
16593585,346.0,Dark Paradise,66212
514761281,99.0,白羊,1197168
411314681,38.0,This Is What You Came For,29968
501133800,28.0,Everybody Dies In Their Nightmares,12107961
475279722,11.0,住在地球晒夕阳,12404111
432792569,17.0,Young,12131305
557704117,12.0,Solo,754010
461518895,12.0,Fall,1085107
1307399612,4.0,Qué vendrá,85267
30590908,9.0,Gun In My Hand,1044136
28302272,27.0,Heaven Knows,102738
4330114,15.0,Zombie,101982
406475394,40.0,Wonderful U (Demo Version),768208
460043703,65.0,Perfect,33184
552084012,12.0,Let Me,1108049
26797847,145.0,Lucky,35332
28786718,14.0,Out Of My Hands,35332
407839677,169.0,HandClap,92830
1331322046,18.0,Everything I Need (Film Version),74801
420154630,46.0,Mercy,956238
476598236,16.0,You're Somebody Else,1132016
863046037,92.0,Way Back Home,1150188
457761477,15.0,Glitter &amp; Gold,1161189
28285910,264.0,岁月神偷,893259
418550480,31.0,Heathens,784190
188432,35.0,如果这都不算爱,6460
188647,31.0,她来听我的演唱会,6460
191232,32.0,遥远的她,6460
16483438,48.0,On My Own,87231
421423756,93.0,Nervous (The Ooh Song) [Mark McCabe Remix],387761
438462713,46.0,My Jinji,11074
567145050,144.0,Because I Had You,956238
425684928,7.0,Go Solo,1019769
19068246,20.0,Angel,42959
28018075,180.0,你就不要想起我,9548
455653437,16.0,Skin,1053202
461544312,21.0,All Time Low,37962
30064175,98.0,Horizon,1032229
461544126,8.0,Don't Wanna Know,96266
31421434,48.0,How That Taste,1060155
466122659,104.0,Good Life,820036
29553031,99.0,Sky (Radio Edit),783190
5179544,160.0,You're Beautiful,35329
27583305,21.0,Here With You,28727
406238,193.0,Flower Dance,13950
4341314,192.0,Intro,102035
27876900,568.0,Here We Are Again,18918
32526090,17.0,Home We'll Go,105493
427542629,12.0,Next Summer (feat. Swedish Red Elephant),12322304
1377247,107.0,I Don't Want To Say Goodbye,44323
480353,290.0,いつも何度でも,14960
37239018,24.0,Everglow,89365
567145047,148.0,Fallin' All In You,956238
480426313,36.0,There For You,780003
473817398,306.0,Attention,90331
30903117,14.0,漂洋过海来看你,1030001
31066485,6.0,Relatos Salvajes,33858
27630396,29.0,How Long Will I Love You,56598
18315092,13.0,Per il mio amore,41900
445867401,317.0,Mia &amp; Sebastian’s Theme (Late For The Date),12213051
4875911,683.0,California Dreaming,78207
5051106,39.0,Here With Me,53235
17346975,71.0,This Land Is Mine,53235
17346968,77.0,Life for Rent,53235
16431842,411.0,Innocence,46490
482988471,41.0,2U,31211
472361096,129.0,Despacito (Remix),38154
28566209,154.0,Long Way Down,711016
469104237,6.0,September Song,48093
5165682,147.0,You Can't Always Get What You Want,1102080
26354124,18.0,Till I Lost,711016
35847559,40.0,Sorry,35531
499274178,97.0,Friends,35531
19045883,21.0,Everybody's Changing,95278
5240550,757.0,北京东路的日子,12276904
1310906383,31.0,Head Above Water,46490
574566207,50.0,盗将行,8103
569213220,169.0,像我这样的人,12138269
28854177,20.0,Show You,956238
28160886,51.0,"今日 (Live In Hong Kong, 2013)",2116
531777064,19.0,Love,66212
516140116,28.0,Honey，Although This One Is An Interlude I Still Want To Give You All I Got,1185030
26085194,327.0,雪の華,160729
28287926,117.0,I'm yours,161404
486218073,69.0,BINGBIAN病变（prod.jurrivh）,12276430
2919622,423.0,I Am You,63943
21803760,144.0,50 Ways to Say Goodbye,44343
1491585,15.0,Traveling Light,35375
29450766,15.0,Yellow Flicker Beat,784001
27698223,17.0,Royals,784001
28031119,240.0,Let It Go (From &quot;Frozen&quot;/Soundtrack Version),60841
28793502,48.0,后会无期,7763
529319768,26.0,等我们老了，就定居在重庆,1050282
24467114,145.0,Sealed With A Kiss (Single Version),29711
26354120,21.0,Another Love,711016
34204827,9.0,Sunny,731021
1215678,398.0,Vincent,31191
401249910,426.0,We Don't Talk Anymore,90331
522511677,301.0,Sober,820036
29750825,113.0,Es Rappelt Im Karton,1032313
28310694,22.0,Told You So,30270
413961696,16.0,One,12049097
375762,174.0,Super Star,12709
375774,173.0,半糖主义,12709
139764,40.0,不得不爱,4723
139808,20.0,快乐崇拜,4723
354588,44.0,Lydia,11562
5046372,55.0,Way Back Into Love,912120
5042387,53.0,Somewhere Only We Know,95278
5043416,37.0,The Show,64143
1325698675,11.0,Beach House,893484
27903692,14.0,Radioactive,45853
536622304,138.0,Lemon,159300
4873340,765.0,心愿便利贴,5532
411907881,10.0,The Fighter,37525
30621896,37.0,Never Be Alone,956238
448157854,9.0,Never Be Alone / Hey There Delilah (Live At Madison Square Garden/ 2016 / Medley),956238
418550484,19.0,You Don't Own Me,57995
439665522,8.0,Shape of My Heart（from Leon）,12167178
4125281,9.0,Boats (Swept Away),94628
29535531,53.0,历历万乡,1007170
167971,49.0,旅行,5770
592046,179.0,Stories,16694
22805088,12.0,Continued Story,16694
29753832,40.0,祝星,1007170
30431376,414.0,易燃易爆炸,1007170
167975,140.0,曾经的你,5770
258235,289.0,雨蝶,8353
421423806,103.0,小半,1007170
300136,170.0,暗涌,9621
409031249,8.0,HAPPINESS,69626
496869523,19.0,Without You,45236
440208476,37.0,That Girl,41034
445666806,80.0,Give Me Your Love,12047335
440101136,89.0,Sign,12047335
28282129,3.0,Copacabana,93226
449818741,94.0,光年之外,7763
31877033,28.0,Close Your Eyes,844713
29747527,51.0,My Dilemma 2.0,140196
27863779,22.0,Staring At You,53326
5380013,70.0,응급실,126961
486069584,349.0,Easy (Music From The Motion Picture Baby Driver),77923
17939827,21.0,Somebody That I Used To Know,34376
1330348068,23.0,起风了,12085562
463197560,14.0,Feel It Still,41172
482999771,30.0,알듯 말듯해,942260
515453363,132.0,All Falls Down,1045123
31356499,127.0,Waiting For Love,45236
461347998,99.0,Something Just Like This,893484
515269424,97.0,Wolves,140196
29775439,156.0,Seasons In The Sun,97521
17086516,7.0,you belong to me,50887
2870891,6.0,La Disparition,62882
4899152,480.0,Merry Christmas Mr. Lawrence,15289
1696373,91.0,Croatian Rhapsody,38854
17953856,121.0,Variations on the Kanon by Pachelbel,33844
5341343,16.0,Dash,125216
34144942,144.0,Gasoline,964321
524149334,7.0,Sirens,12935117
548145415,8.0,Magic,12935117
513791211,98.0,广东十年爱情故事,12760978
5120906,158.0,Casablanca,138798
5183688,145.0,"Take Me Home,Country Roads",35341
32231155,3.0,White Winter Hymnal,92441
411314220,40.0,딴따라(Feat.우혜미),869001
471403427,35.0,我喜欢上你时的内心活动,7217
480426412,16.0,Never Expected It This Way,30032358
445867343,31.0,Audition (The Fools Who Dream) (From &quot;La La Land&quot; Soundtrack),12213050
445867333,38.0,Someone In The Crowd (From &quot;La La Land&quot; Soundtrack),12213050
445867342,30.0,Engagement Party (From &quot;La La Land&quot; Soundtrack),12213051
455283810,95.0,【Pno】爱的物理学（cover鬼怪-孔刘）,12276115
16854326,23.0,Two Is Better Than One,88161
28753159,141.0,Highway Don't Care,44312
22842495,16.0,Rush,127089
34828971,15.0,바람이나 좀 쐐,869001
28987151,23.0,Hit and Run,65214
4875084,685.0,恶作剧,9774
5244310,674.0,千千阙歌,7225
2872197,15.0,Think Again,62899
26598520,41.0,NoNoNo,126277
29431066,445.0,奇妙能力歌,1007170
22842411,11.0,회상,127089
26102531,32.0,너에게 하고 싶은 말,123748
22614241,18.0,Superstar,60963
28312150,23.0,그 중에 그대를 만나,125623
168091,188.0,蓝莲花,5770
412187050,16.0,침대구석,124493
421203025,32.0,City Of Stars,199872
1989359,11.0,Flesh,43692
41666029,119.0,Драконья песня,0
41666027,124.0,Колыбельная тишины,0
38592976,149.0,Dream It Possible,489045
29414037,752.0,走马,1007170
419485362,43.0,Me Before You Orchestral,29971
28692519,40.0,Photograph,33184
28737747,165.0,Lost Stars,196215
16343629,20.0,Outlaws of Love,27604
29556039,30.0,Grapevine Valentine,63287
4261576,5.0,Under A Violet Moon,99381
5100462,147.0,Dilemma,40431
29307030,15.0,The Beautiful Ones,96731
27759600,633.0,Five Hundred Miles,35331
31654455,428.0,Victory,102714
2007819,21.0,Por Una Cabeza,44287
414691381,4.0,Can't Get Enough (Pegato Remix),1115041
28442976,15.0,Too Far,48012
27969800,28.0,Soldier,74738
26505369,19.0,Talk,727007
3962161,9.0,Take My Breath Away,88253
1827059566,6.0,空壳,847107
1847059460,6.0,backbone,30003804
1453492473,4.0,Never Fade Lotus,30003804
1472536723,4.0,花开富贵,30003804
1459971692,6.0,抉择不定（Dote On）,35784564
1453492490,4.0,麻将,30003804
1453491600,4.0,If I Never,30003804
1453491602,4.0,Dream,30003804
1453492493,4.0,Outro,30003804
1406881700,8.0,RUNNING,30003804
1438139575,11.0,GET UP,30003804
1431941680,4.0,COLDLY,30003804
1417016433,6.0,群星-海墘个孥仔REMIX（Prod by.J.SIX）（一指团体Afinger/404 RAPPER/麦丽素Mylikes/林渝植Anoryz/万花筒Artascope/Person/香菇Mossa/AZ阿哲/P.O.P/叶晓粤（Ayuko葉子）/J.SIX Remix）,189836
1414001779,8.0,Homie Still,30003804
1413554207,6.0,募,30003804
1412282912,10.0,LET IT GO,12037292
1411990343,11.0,K.O.,12236269
1410852600,5.0,天生的坚强,30003804
1410424818,5.0,外面下雨了,30003804
1453491590,4.0,小船,30003804
1408930588,5.0,POUR IT UP,30003804
1404479816,6.0,你耍不来,29304235
1403510842,9.0,HANGSHI,27868624
1401472079,14.0,打我电话,12124013
1401090698,7.0,ALL READY,30003804
1400493808,6.0,I Need Somebody,30003804
1367030280,8.0,Pick Me Up,30003804
1366115029,3.0,AZ,30003804
1365053361,7.0,Like the moon,30003804
1362172651,9.0,没理由,187903
429461650,14.0,Get Low (Feat.K9999),12119152
1842238003,6.0,百达翡丽 (Feat.弹壳Danko）,1051026
1807565073,9.0,飘散的炮灰（点亮现场版）,35784564
1330671306,35.0,GO AWAY(Remix),12051047
502103625,7.0,CoCo Remix Feat K9999,12127910
1368805137,5.0,抢链子（Prod By.SoulKer）,12115223
571701232,8.0,DOTE ON,13282294
550882682,14.0,TALKING s**t FREESTYLE REMIX,12490206
1348995146,5.0,镇定剂,12490206
1381217129,14.0,no chill,12490206
1370437790,11.0,能不能给我打通电话,12490206
1313042846,7.0,D (Everybody dies in their nightmare - remix),12490206
1344964982,24.0,你走吧,12490206
1349275228,8.0,怎么是个人都能当rapper,12490206
1360642994,5.0,what you want from me,12490206
540618078,5.0,C.C.F (Credit Card Freestyle),12490206
1418602229,12.0,守护,6211
1384562517,17.0,红色,6211
1300068248,16.0,反弹琵琶,6211
1381754523,4.0,Friends &amp; Foes (feat. Snoop Dogg),12002201
1398991661,10.0,Bu Zhi Dao,12087155
1361071039,9.0,need more haters,187903
462565213,8.0,谢谢你,187903
460042450,16.0,Gay爷只打字,187903
520448416,27.0,Say Hello,187903
1453326529,3.0,夜泊秦淮,12121264
1349292048,31.0,心如止水,12121264
1294144648,17.0,某人,12121264
1364399507,12.0,不知火,12121264
1350571417,11.0,容身之地,12121264
1349279287,19.0,明争暗斗,12121264
1340192075,18.0,断桥记,12127507
1321929914,367.0,2.黄沙之下,12121264
1327057005,320.0,6.白媚生,12121264
1321929928,397.0,7.棕旨,12121264
1321932349,351.0,10.青涩,12121264
1321933263,378.0,11.灰原哀,12121264
546061578,24.0,十二猴子,12121264
1407483956,4.0,把生活拍成电影,12121264
1400031316,12.0,蚂蚁,12493703
1388313462,7.0,悟空说,1203045
1328944284,22.0,山海remix,12897050
528403745,41.0,温州（Panda REMIX - desiigner）,13007102
418257813,6.0,panda（remix),0
863915055,12.0,R!CH (《中国有嘻哈》主题曲),29828218
1303079913,26.0,活死人2018Cypher,12200652
1293905047,12.0,"Sleep, Read, Love",13899303
1377519494,6.0,逆流 (Live),13899303
41651193,19.0,市中心,1204010
523251474,15.0,说散就散,12127564
1306496663,10.0,通过验证,12127564
1357815628,13.0,佳人,1008034
503268070,23.0,塑料袋 (嘻哈版),188681
554244265,2.0,TIME,12199576
525238510,21.0,SUNSET BLVD（Prod. by YYKBZ）,12060060
863831522,31.0,抢手,12026201
1356147382,6.0,KNOW MY NAME,12083570
1356147264,3.0,你不应该离开我,12083570
1334580588,36.0,周 末 情 侣,12173177
511229034,211.0,Life's a struggle,1038099
458257146,25.0,王者英雄说唱-荆轲 【王者荣耀】,12063193
26524701,28.0,My Heart Will Go On,188141
473181848,54.0,reset-轮回者（满舒克 / FatKan remix）,12373633
1447966613,7.0,荡漾RIPPLES,13145283
1296419802,1.0,HUSTLE,951001
458943753,21.0,♡,1050364
534136486,16.0,一个人走,1050364
1361386899,11.0,放个假嘛,1019154
1384570100,11.0,山河图 (Live),12084497
1320100120,23.0,飞行随笔(Airplane Freestyle),1199064
562118482,29.0,庆功酒(Jungle Juice),1199064
1335257558,96.0,异乡人 remix,12200652
1326219439,8.0,上天入地,12200652
485967984,20.0,世界末日Remix,12227290
1320097108,20.0,万里挑一(Yin-Yang),1199064
1315616232,21.0,夕阳西下,1199064
1399712957,6.0,我和我的祖国,1199064
1409329965,5.0,Manta,1124151
511391907,27.0,PUMA,12276375
528326686,88.0,I don't wanna see u anymore,12276375
1393182183,4.0,DONE,12276375
1376121337,7.0,新庐山 (Live),12605500
1308810045,20.0,2018 Lazyair Cypher,12193174
568562066,37.0,代号PN（Prod.by $uperdeep）,12276375
1326212787,10.0,春暖花开（活死人版凛冬将至）,12200652
1377521065,5.0,长歌行 (Live),1124093
1377519510,6.0,从此以后 (Live),12193309
554952924,10.0,Lose Yourself REMIX,12284195
1352496435,6.0,自我介绍,13200778
1354293240,7.0,笑容,13200778
1365209928,3.0,U.M.F,12127362
1376121323,5.0,Black &amp; Yellow (Live),12084020
1309833126,7.0,粉色苏打,12204436
1294910938,23.0,脱口秀,12204436
1353427383,11.0,失重,12873540
545308792,24.0,Flower,1145001
1387183835,4.0,她不是,12227290
480725948,28.0,继续 Demo,12037062
465920905,44.0,全部都是你,12333145
550138197,29.0,没有理由,12448205
480580003,31.0,再也没有,12448205
864100958,5.0,小鹿乱撞,12448205
1322261402,24.0,反面教材,12193780
429460407,16.0,执迷Remix,12094558
1363205817,207.0,你走以后1.0,12904290
529930900,17.0,关于你,13005882
562594322,19.0,给陌生的你听 ,12050057
1453326723,5.0,胜利就在前方了,12346106
530389523,27.0,0102,13034499
525086802,48.0,love9,12641765
496370620,66.0,断线,1132749
1310941399,10.0,她的末日,12138252
541648644,33.0,颓,12433657
550902914,80.0,LIKE U,12906845
552594869,29.0,Russ - 早安少女 (Psycho remix)（鲤 / 台灯家的果妹 remix）,13197756
1335138130,17.0,21,14318370
1309814826,12.0,Made It,1083118
1340400068,6.0,即兴 (说唱版),12934037
1300199978,14.0,给妈妈的歌,12787814
532601703,23.0,患,1198123
1397096044,22.0,Battle,1198123
438903112,25.0,What U Know (뭘알어Reswag) [SOLO] (Prod. Prima Vista),12002047
569584056,177.0,CRASS FREESTYLE,13038560
1354360132,3.0,ATM CYPHER 2019,12729365
1352565298,6.0,Hold by my tears,12293614
571340876,5.0,九几,12729365
564417334,15.0,淺睡眠 [low sleep] ft.chockey,12072017
521955367,29.0,“据说真的有神”（Prod.蛋卷）,12769394
1340535891,10.0,Kill The Game,12127507
529032486,14.0,门,12127507
1447521944,7.0,RAW,31511662
1357775302,10.0,UFO,31511662
85585,6.0,朵朵,2843
1808006795,5.0,"Takeoff, Jay Rock, Slim Jxmmi (feat.龙崎)",31865263
1473720189,5.0,别在Livehouse哭泣,1085047
386482,44.0,王子面,13193
1496779213,4.0,Out Of Love,31581449
1852108299,5.0,Solar Power,784001
1850263923,3.0,保留 (“”歌手),30644200
1846513088,3.0,Call me Cruella (From &quot;Cruella&quot;/Soundtrack Version),56791
27235243,140.0,These Boots Are Made For Walking,69521
1851047684,6.0,妇女新知 2021,8926
1426022012,6.0,白天做梦,1132392
1842535611,11.0,Pull The Trigger,12383009
1847422867,6.0,好久不见,12079066
1475721016,4.0,BIG A$$,12037292
85569,7.0,幸运大门,2843
1422404248,5.0,夏洛克,15200968
1847989080,3.0,一生中最爱 (Live),10204
26459609,146.0,It Never Rains In Southern California [1972],28587
1844748902,3.0,平安夜,27868624
489037214,283.0,Bank Account,12062134
1295724562,14.0,哥们Freestyle,12788674
1354221306,4.0,最后的831 (万人合唱版),11109
1306923998,22.0,我用什么把你留住,29393033
1826189041,6.0,"花,太阳,彩虹,你",6309
1408941727,6.0,Mr. Bentley,27868624
1836406989,4.0,霓虹2.0,12193780
1830419990,7.0,Lonely,35531
1486112705,3.0,刻在我心底的名字 (Live),5379
1842025914,7.0,这世界那么多人,8926
551933608,10.0,The Sound of Silence,185017
526892429,34.0,杀死里昂,1060132
192316,274.0,天梯(Live),6487
211015,23.0,月半小夜曲(Live),7225
188459,98.0,千千阙歌(Live),6457
1843030962,3.0,Dancing With Your Ghost (Live),816248
1494023565,5.0,我想有个家 (Live),12235746
1373706768,4.0,让我给你买包烟,12235746
472050056,28.0,Never on the Day You Leave,35335
1466543316,8.0,野蛮水蜜桃（Honey Pinky）,1060132
1826189043,6.0,Stone Heart,6309
1826189039,4.0,NOT PHYCHO,6309
1842286694,9.0,Higher Power,89365
1841293332,5.0,别闹了 (feat. Melo) ,27868624
187387,30.0,身边有人,6457
1373387741,6.0,月儿圆,12079219
34892862,15.0,When I Go,37553
1444101384,5.0,一直都在,12333145
1486672311,3.0,和全世界作对 (prod.Masiwei),27868624
1486671424,4.0,铃铛 (prod.def starz),27868624
22281622,23.0,Tuesday,33360
390504,14.0,我睡在你眼睛的沙漠里,13419
390558,20.0,乐园(粤),13419
1426032482,5.0,One More Chance,1132392
18931980,8.0,Currently,37553
27733100,4.0,Swing Lynn,831014
1441232903,6.0,"Talk Less and Feel More (feat. AUGUST 08, Barney Bones &amp; PSY.P)",29304235
1408941729,5.0,Bug,27868624
864639843,8.0,Kung Fu ,14701076
1818844742,5.0,H.O.T,1132392
1818844745,4.0,卖火柴的小女孩,1132392
1818844743,5.0,今天,1132392
1818844750,3.0,豆瓣酱,1132392
1818844748,3.0,Money On My Mind (Feat.阿达娃),1132392
1339216146,19.0,i'm so tired...,1057226
512376195,524.0,灰色と青,159300
536622972,44.0,Cranberry &amp; Pancake,159300
432509391,27.0,amen,159300
1836438977,5.0,我不需要,12258420
1501247159,3.0,我的解放西,1060132
1430319727,6.0,漠河舞厅,1060132
1398284251,9.0,夏日回音,1060132
1835950126,6.0,You,12260125
1488266734,9.0,生命如潮,6211
1300068248,16.0,反弹琵琶,6211
1830686586,3.0,不会说谎的恰恰 (Live),1132392
18663148,41.0,Speak For Me,35335
1294910929,22.0,行路难,12204436
1489357873,9.0,天才病,12605500
1829880210,3.0,超得转,1086078
1396005548,5.0,人间天堂,12236125
1818844744,7.0,不会说谎的眼睛 (Feat. DP龙猪),1132392
1426022022,6.0,GO,1132392
1329374581,21.0,神游,12003155
1833856349,3.0,太阳落山时,12079066
1444185451,5.0,道听途说,30000024
1451170107,3.0,远大前程,15200968
1826924917,5.0,"It's Raining, It's Pouring",14470054
1383595445,10.0,Z.Z.Summer,32953006
1462875616,5.0,一无所有,12200029
482724567,16.0,Big Things Start Small,784257
480579330,17.0,WeChat,1120063
1832582017,6.0,LMLY,1083118
5240533,673.0,爱得太迟,2849
1806768269,3.0,无线电静默,12079066
1379906783,6.0,你不懂,1086078
1830066193,4.0,今天的我已经打烊,12276375
1829880207,4.0,朝九晚五,1086078
1488812621,1.0,今天乌云是什么形状,32578580
1459971692,6.0,抉择不定（Dote On）,35784564
1824927085,4.0,Leave The Door Open,178059
1499290588,4.0,项偞婧CICI XIANG,35512845
1395759776,13.0,公车人生（Life）(Demo),12037064
1481688591,5.0,星河 (Interstellar),12037064
1399454038,13.0,八块钱买绿豆冰（Summer)(Demo),12037064
1416557310,5.0,巴黎水,12519733
1807799506,5.0,与海无关,12676697
1386038739,9.0,随身汀,31561897
1387549434,11.0,Doin' Time,66212
1339066481,7.0,Open It Up,12002201
1813700975,7.0,海边,33373308
1808007621,4.0,夜晚出现的美好，未曾消散,33373308
1496578211,13.0,人潮中我转身将你拉住,33373308
1440222808,17.0,当夜空落去，城市继续前行,33373308
1387549443,11.0,Cinnamon Girl,66212
17346978,17.0,Don't Believe in Love,53235
1321391025,3.0,都市寻情记,1050364
65763,60.0,黑择明,2116
1387549445,10.0,How to disappear,66212
316678,34.0,寒舍,10204
478953517,24.0,重混香奈儿 (ft. Lil Jet) (Chanel Remix),12003155
299352,25.0,如风,9621
1405903900,6.0,保险柜 Feat.Gai,33630934
1380100797,5.0,100 Degrees,12024301
1373002687,8.0,Twilight Rush（暮色狂奔）,31661567
1498566731,4.0,想要的太多,15200968
1818844746,4.0,飞来横祸 (Feat. 阿达娃),1132392
1823305772,9.0,Promise,12200029
455345091,70.0,停电夜,11257
1406430245,8.0,Fragile People Fragile Lie,31094049
317149,27.0,一千零一个,10204
1334296072,15.0,Dear Mary,12128611
1821465431,3.0,Chinese shh!,12788674
1500241926,13.0,明天见，就是我会去找你,33373308
419373878,24.0,开门见山,784257
1456659704,5.0,red lips,31561897
1479507542,3.0,爱是,1194019
1387549444,12.0,Mariners Apartment Complex,66212
1815387303,4.0,别派一群兔子猎杀一只狐狸,7762
187382,325.0,侯斯顿之恋,6457
573787796,12.0,拖延症,12003155
1391335941,12.0,隧道口虫鸣夜,12118540
544943143,13.0,桃花结之亲密爱人,12788674
1818844751,3.0,Hip-Hop Saved My Life,1132392
516746173,394.0,Lady Lady Lady,33927
1418284153,4.0,黑马王子前传:马思唯vs中文说唱,1132392
1479510189,3.0,海边旅馆一夜,1194019
297904,32.0,夜照亮了夜,9611
1813843413,8.0,卧室里的意识流,12083497
1820796536,11.0,萨吉-On My Way（北念_Cheng remix）,34535890
4873540,670.0,你(吉他甜蜜版),8335
1818844741,7.0,破晓,1132392
1818844740,5.0,木头人,1132392
1807799504,5.0,在这座城市遗失了你,12676697
1814990049,8.0,冷空气,1086078
454966918,75.0,未来主人翁,11257
1449567035,13.0,阳台,12278142
1501938117,5.0,NaKuNa,7762
1450782070,6.0,骑车去芬兰 (Heartbreak Finland),34206675
1366467511,7.0,桃乐茜的来信,12626758
1813172538,8.0,新西部爱情,1086078
1813801754,4.0,Never Let Me Go,7762
2416320,8.0,Thankyou,53235
1815692964,5.0,余额,9272
1807796549,5.0,丑人多作怪,12676697
1814769698,4.0,豆瓣酱,1132392
1811102198,6.0,为什么,1132392
1393399161,4.0,浴室(2019 Reprise),12463331
1403741617,8.0,回到1999,1085047
351175,118.0,忠孝东路走九遍,11363
1387549446,8.0,hope is a dangerous thing for a woman like me to have - but I have it,66212
1407741544,4.0,干啦干啦,11109
186089,60.0,你比从前快乐,5360
1809312737,5.0,So Hard,35506271
29750751,792.0,爱很简单,203387
1480455797,4.0,刻在我心底的名字 (Cover),9609
1391842107,8.0,碳酸,12079066
1404531624,5.0,既然不再假装自己不是多愁善感的诗人,9609
1325898368,7.0,Ti Amo,12127564
1479994421,3.0,"White Meat, Dark Meat",31865263
386659,56.0,I'm In Love (Live),13193
1405135261,9.0,没钥匙的锁,12788674
475207414,21.0,Paper Love,973030
538610031,12.0,Summum Bonum,11074
1407408803,13.0,漫步在梧桐场市,12147170
1369601580,8.0,祝你爱我到天荒地老,31376161
1806506374,4.0,如果真的有神,35506271
1483496004,3.0,花花男孩,35506271
1454375616,13.0,后浪,35506271
1483240166,6.0,香港1998,35506271
74430,11.0,卡门,9353
144105,28.0,那一年，这一天,4895
1805387841,3.0,圣诞玩在家,1050282
25657309,5.0,With You,181007
1356147264,3.0,你不应该离开我,12083570
25839442,18.0,黑色幽默,9106
1806127860,5.0,Afterglow,33184
406347790,3.0,黑色柳丁 (Live),5196
1461501769,4.0,巴黎德州,12029112
1411993238,7.0,M.C.T.Y.,12276375
1411793721,4.0,在我成为井井有条的大人之前,7762
1488990367,4.0,逃学威龙,865007
1487205168,4.0,夏日最美的三十张拍立得相片,12029112
1459439332,7.0,通宵,15200968
1496237784,12.0,没取名的歌,1086078
1488990357,8.0,百变酒精,865007
34228557,642.0,好朋友,13200
518896101,11.0,辣台妹,13200
1494259745,3.0,I Need a Girl，Pt.3,1132392
27598993,35.0,Sun Song,64179
1492362609,21.0,如何 (From &quot;แปลรักฉันด้วยใจเธอ&quot;),37473467
1411812186,7.0,Christmas Eve（圣诞快乐?）,12037064
1441816042,5.0,我总是不懂你的意思 (Drunk Talk),34206675
1490932002,4.0,一个适合看海的日子,1113051
1492670795,3.0,去腐生肌,13155879
1492074263,4.0,I'm 卖保险,27868624
1465037879,3.0,亲亲,34804565
1487205170,3.0,Paradise...How Far?,12029112
26749929,13.0,Overreacting,805095
63778,22.0,一定要幸福,2112
63892,15.0,献世,2112
1498983530,8.0,刻在我心底的名字 (Live),7219
1429237296,8.0,艾蜜莉,27730224
1496585121,3.0,I Think I Love You,44328
1409329100,7.0,白墙,12093668
1351560886,6.0,回忆垃圾桶,12079219
1298432438,170.0,BUTTERFLY EFFECT,737012
1404715631,7.0,十七岁少女金色心,12093668
1486672300,3.0,香喷喷 (prod.Masiwei),27868624
1490960522,4.0,Teahouse,11074
1441179616,9.0,Out Of Love,31581449
1444186183,3.0,新浪漫主义,30000024
30394963,2.0,波希米亚 (Live),11890
31062378,2.0,夏夜晚风,1053259
1323302254,7.0,Life,28085405
518863209,5.0,爱很简单 (Live),5196
20331198,10.0,Bam Bam,77112
1491156903,4.0,回家 (feat. 王以太),12039173
1494999489,7.0,圣杯,31865263
1325711344,5.0,连锁反应,784257
454698657,16.0,迷途羔羊,6453
348418,21.0,他不准我哭,7537
1496602290,4.0,是但求其爱,2116
1416916864,8.0,带我走,12093668
1479206871,4.0,我爱你的方式,27726218
277569,35.0,冬至,8926
1406498247,3.0,东莞 (Dong Guan),32726836
1489877237,8.0,Under the Skin,11074
562598081,18.0,房间-新版,840134
30245655,830.0,红豆,2738
486999662,31.0,永远都会在,12111
1465290031,3.0,世界正中,1007170
1413368107,3.0,傍晚去太子湾吗,1194019
1490093393,5.0,别再想见我,33772751
67006,3.0,风平浪静,2128
221652,9.0,爱情恰恰,7346
571338888,3.0,完美效应,12729365
27867448,7.0,尼古丁 (Live),2116
1482864955,6.0,家书,12788674
1487528136,4.0,白龙马 (Live),12523451
41651196,15.0,青春叛逆手冊,1204010
29379493,11.0,孔雀开屏,3708
